task_id,precision,token_count,mean_nll,median_nll,mean_top1_margin,mean_topk_entropy,worst_decile_nll,status,expected_solution_sha256,generated_solution_sha256,model_sha256
Mbpp/92,q2,341,0.19706121424072293,0.016284314915537834,6.93987812346032,0.38740485330955027,0.6635112166404724,matched,f9c951361eb7cd603477a897599d45d420b7da3f2b71f2b4f23ff40ec7fd7f6b,f9c951361eb7cd603477a897599d45d420b7da3f2b71f2b4f23ff40ec7fd7f6b,F7ED2F57713AD29E1A4EC093BE0CDF3D7FD31E137E8FD4FC3EDCFD04A5267862
Mbpp/97,q2,78,0.023177443160450506,-0.0,15.182200505429364,0.0488228455421554,0.008360329130664465,matched,ce0ef0b5be6694e7b55094e26562884c195ce28b31ee9edbe2e9a57e7d44237b,ce0ef0b5be6694e7b55094e26562884c195ce28b31ee9edbe2e9a57e7d44237b,F7ED2F57713AD29E1A4EC093BE0CDF3D7FD31E137E8FD4FC3EDCFD04A5267862
Mbpp/101,q4,140,0.023468699996595788,-0.0,18.146933616539627,0.04355320014740713,0.0072737959213554845,matched,993a31cc4f6ccd820222b84f009b5a844e6886b5a2c6ccfd41e5a813065c910c,993a31cc4f6ccd820222b84f009b5a844e6886b5a2c6ccfd41e5a813065c910c,3605803B982CB64AEAD44F6C1B2AE36E3ACDB41D8E46C8A94C6533BC4C67E597
Mbpp/123,q4,327,0.03803230832582224,2.3841860752327193e-07,14.88120680622263,0.07573265069892846,0.10005299597978592,matched,fef1f58de406e578d626def560c752ff5e77519b6e001366712ce5585079b03b,fef1f58de406e578d626def560c752ff5e77519b6e001366712ce5585079b03b,3605803B982CB64AEAD44F6C1B2AE36E3ACDB41D8E46C8A94C6533BC4C67E597
Mbpp/128,q4,137,0.020258269029113554,-0.0,16.646888765247027,0.04050104961091805,0.005803832411766051,matched,c6ee5b0da2e3ec99f79382e55a055bc4df8589c3e9970d411d095b0b1128b75c,c6ee5b0da2e3ec99f79382e55a055bc4df8589c3e9970d411d095b0b1128b75c,3605803B982CB64AEAD44F6C1B2AE36E3ACDB41D8E46C8A94C6533BC4C67E597
Mbpp/141,q4,259,0.044346131798339024,5.960466182841628e-07,13.52891838097807,0.08697605877663026,0.10819519162178039,matched,a3c39bcb4f4d8eac58a23720b51b752420352d83be5776ce15e9faeed6efd90a,a3c39bcb4f4d8eac58a23720b51b752420352d83be5776ce15e9faeed6efd90a,3605803B982CB64AEAD44F6C1B2AE36E3ACDB41D8E46C8A94C6533BC4C67E597
Mbpp/142,q4,147,0.015593575034673722,-0.0,19.328081790218697,0.030781532455416896,0.0016197679913602745,matched,23d3803c72c4ec2f391f0cc861b2c9f2888c9ec53ece647660ee28fc79023584,23d3803c72c4ec2f391f0cc861b2c9f2888c9ec53ece647660ee28fc79023584,3605803B982CB64AEAD44F6C1B2AE36E3ACDB41D8E46C8A94C6533BC4C67E597
Mbpp/160,q4,366,0.028858752665158752,-0.0,18.71768621296421,0.05807225705728743,0.020355201326310635,matched,60081ce73a1fa60e0e4a5f18ac9243418723ffc851feaac3e1c4a0b73a7acc5b,60081ce73a1fa60e0e4a5f18ac9243418723ffc851feaac3e1c4a0b73a7acc5b,3605803B982CB64AEAD44F6C1B2AE36E3ACDB41D8E46C8A94C6533BC4C67E597
Mbpp/165,q4,184,0.03128025280530923,1.1920930376163597e-07,15.431242267513964,0.06814250378089545,0.08549727126955986,matched,b134faaae4a052e3568842b64ed5dac64c62bf3f4fae1da28d8c6a4d55265172,b134faaae4a052e3568842b64ed5dac64c62bf3f4fae1da28d8c6a4d55265172,3605803B982CB64AEAD44F6C1B2AE36E3ACDB41D8E46C8A94C6533BC4C67E597
Mbpp/227,q4,33,0.01985146262098748,-0.0,18.66069611795351,0.022521505565511236,1.2278638769203096e-05,matched,20b77fb2826943f116b725ba1235efdf77c240740239c8d156a54ece2e3b24c4,20b77fb2826943f116b725ba1235efdf77c240740239c8d156a54ece2e3b24c4,3605803B982CB64AEAD44F6C1B2AE36E3ACDB41D8E46C8A94C6533BC4C67E597
Mbpp/238,q4,93,0.004396170786749366,-0.0,18.60594950046707,0.014261842566441809,0.00019647931912913897,matched,85945c86d82ce427b29a66cea785969f6812782a96249fa856f1ebb2acf55745,85945c86d82ce427b29a66cea785969f6812782a96249fa856f1ebb2acf55745,3605803B982CB64AEAD44F6C1B2AE36E3ACDB41D8E46C8A94C6533BC4C67E597
